-0.600000,-0.0000000900000
-0.300000,-0.0000000750000
0.000000,-0.0000000600000
0.050000,-0.0000000575000
0.150000,-0.0000000525000
0.250000,-0.0000000475000
0.350000,-0.0000000425000
0.450000,-0.0000000375000
0.550000,-0.0000000325000
0.650000,-0.0000000275000
0.750000,-0.0000000225000
0.850000,-0.0000000175000
0.950000,-0.0000000125000
1.050000,-0.0000000075000
1.150000,-0.0000000025000
1.250000,0.0000000025000
1.350000,0.0000000075000
1.450000,0.0000000125000
1.550000,0.0000000175000
1.650000,0.0000000225000
1.750000,0.0000000275000
1.850000,0.0000000325000
1.950000,0.0000000375000
2.050000,0.0000000425000
2.150000,0.0000000475000
2.250000,0.0000000525000
2.350000,0.0000000575000
2.400000,0.0000000600000
2.700000,0.0000000750000
3.000000,0.0000000900000
